source,target,count
FR4,BG4,5
FR4,CY0,1
FR4,CZ0,2
FR4,HU1,1
FR4,LV0,1
FR4,MT0,1
FR4,PL1,1
FR4,RO3,5
FR4,SK0,2
IS0,HU1,1
IS0,PT2,1
IS0,RO3,2
NO0,BE1,1
NO0,BG4,6
NO0,CY0,1
NO0,CZ0,4
NO0,EE0,8
NO0,ES3,2
NO0,GR3,1
NO0,HU1,6
NO0,LT0,10
NO0,LV0,7
NO0,NO0,1
NO0,PL1,6
NO0,PT1,3
NO0,RO3,11
NO0,SI0,1
NO0,SK0,5
